x,y,z,target
0.450693,0.488606,0.073558,human_arms_out3
0.394082,0.725043,0.097301,human_arms_out3
0.157917,0.057846,0.088188,human_arms_out3
0.472934,0.499544,0.121988,human_arms_out3
0.562152,0.436502,0.045927,human_arms_out3
0.382568,0.806049,0.058755,human_arms_out3
0.386487,0.721354,0.139822,human_arms_out3
0.729469,0.092954,0.034482,human_arms_out3
0.590444,0.403247,0.048334,human_arms_out3
0.345497,0.436862,0.048548,human_arms_out3
0.485164,0.662643,0.112759,human_arms_out3
0.29505,0.258197,0.075537,human_arms_out3
0.408893,0.741915,0.162557,human_arms_out3
0.460434,0.500072,0.052449,human_arms_out3
0.760137,0.635671,0.09936,human_arms_out3
0.689638,0.153185,0.069595,human_arms_out3
0.27648,0.719694,0.083773,human_arms_out3
0.424699,0.464794,0.115398,human_arms_out3
0.262074,0.293585,0.046942,human_arms_out3
0.512622,0.577378,0.138264,human_arms_out3
0.270977,0.223687,0.037423,human_arms_out3
0.382677,0.593934,0.109085,human_arms_out3
0.498259,0.723283,0.060805,human_arms_out3
0.514845,0.796902,0.133012,human_arms_out3
0.218196,0.130007,0.046337,human_arms_out3
0.511293,0.422782,0.089056,human_arms_out3
0.533116,0.510227,0.134842,human_arms_out3
0.242606,0.244773,0.038286,human_arms_out3
0.50084,0.674979,0.078885,human_arms_out3
0.575536,0.502532,0.082588,human_arms_out3
0.761478,0.08414,0.068112,human_arms_out3
0.517398,0.75174,0.055818,human_arms_out3
0.485599,0.518945,0.036436,human_arms_out3
0.424727,0.844314,0.078605,human_arms_out3
0.704682,0.715009,0.106088,human_arms_out3
0.621688,0.260867,0.068699,human_arms_out3
0.558382,0.404911,0.119701,human_arms_out3
0.623111,0.373254,0.091815,human_arms_out3
0.468836,0.537668,0.034876,human_arms_out3
0.235531,0.206183,0.081028,human_arms_out3
0.625631,0.757207,0.118937,human_arms_out3
0.579421,0.375723,0.048597,human_arms_out3
0.519784,0.682027,0.113828,human_arms_out3
0.258795,0.720949,0.120609,human_arms_out3
0.316688,0.434714,0.07601,human_arms_out3
0.562437,0.761282,0.102614,human_arms_out3
0.858402,0.591889,0.107575,human_arms_out3
0.21898,0.690744,0.116995,human_arms_out3
0.566953,0.422396,0.125588,human_arms_out3
0.702945,0.6932,0.116671,human_arms_out3
0.516266,0.662425,0.096725,human_arms_out3
0.462043,0.511606,0.132968,human_arms_out3
0.627081,0.315248,0.104152,human_arms_out3
0.661541,0.705625,0.091908,human_arms_out3
0.787775,0.639622,0.094239,human_arms_out3
0.482643,0.582536,0.048832,human_arms_out3
0.487427,0.686638,0.072409,human_arms_out3
0.600058,0.766453,0.073648,human_arms_out3
0.392683,0.73796,0.101715,human_arms_out3
0.453658,0.836719,0.06218,human_arms_out3
0.497936,0.845055,0.086919,human_arms_out3
0.767396,0.637716,0.09025,human_arms_out3
0.256583,0.725343,0.080788,human_arms_out3
0.44929,0.919092,0.140041,human_arms_out3
0.686807,0.247201,0.068762,human_arms_out3
0.438437,0.575067,0.045157,human_arms_out3
0.520514,0.621992,0.118713,human_arms_out3
0.267662,0.206088,0.066756,human_arms_out3
0.27952,0.325194,0.093976,human_arms_out3
0.232643,0.221006,0.079934,human_arms_out3
0.331745,0.337132,0.101702,human_arms_out3
0.393575,0.617945,0.109366,human_arms_out3
0.381601,0.772991,0.126585,human_arms_out3
0.411628,0.627858,0.13757,human_arms_out3
0.535972,0.495811,0.134718,human_arms_out3
0.435705,0.648443,0.145237,human_arms_out3
0.14986,0.076473,0.037249,human_arms_out3
0.596437,0.792955,0.108763,human_arms_out3
0.61328,0.755749,0.122761,human_arms_out3
0.381037,0.658327,0.082065,human_arms_out3
0.550738,0.562813,0.084939,human_arms_out3
0.408764,0.656407,0.129464,human_arms_out3
0.485549,0.822667,0.056085,human_arms_out3
0.661816,0.288097,0.046833,human_arms_out3
0.649603,0.272663,0.035849,human_arms_out3
0.575601,0.402412,0.04626,human_arms_out3
0.492706,0.924588,0.066169,human_arms_out3
0.524493,0.789584,0.132744,human_arms_out3
0.438657,0.701407,0.066505,human_arms_out3
0.283663,0.742245,0.121531,human_arms_out3
0.438908,0.842348,0.065824,human_arms_out3
0.575311,0.460777,0.054525,human_arms_out3
0.283415,0.351128,0.078112,human_arms_out3
0.17891,0.776637,0.157143,human_arms_out2
0.489908,0.967674,0.151369,human_arms_out2
0.788498,0.809903,0.138769,human_arms_out2
0.455263,0.477063,0.176059,human_arms_out2
0.454773,0.816622,0.174506,human_arms_out2
0.286856,0.784334,0.16455,human_arms_out2
0.547818,0.063423,0.109518,human_arms_out2
0.437069,0.724795,0.184358,human_arms_out2
0.181343,0.774934,0.156162,human_arms_out2
0.55005,0.343442,0.069927,human_arms_out2
0.520191,0.1882,0.144158,human_arms_out2
0.551471,0.397647,0.064416,human_arms_out2
0.457166,0.325024,0.11667,human_arms_out2
0.474335,0.542389,0.17024,human_arms_out2
0.41547,0.052122,0.077172,human_arms_out2
0.582357,0.767266,0.174256,human_arms_out2
0.483707,0.854489,0.162873,human_arms_out2
0.548099,0.29525,0.096846,human_arms_out2
0.336202,0.767587,0.153601,human_arms_out2
0.539968,0.665201,0.102293,human_arms_out2
0.377425,0.750161,0.167536,human_arms_out2
0.511742,0.814094,0.175459,human_arms_out2
0.431819,0.554553,0.074564,human_arms_out2
0.478214,0.507114,0.166077,human_arms_out2
0.585718,0.805971,0.098258,human_arms_out2
0.469847,0.91208,0.181473,human_arms_out2
0.450416,0.177518,0.103885,human_arms_out2
0.46812,0.418498,0.092782,human_arms_out2
0.475741,0.639103,0.153534,human_arms_out2
0.452948,0.288167,0.110576,human_arms_out2
0.524935,0.769608,0.189393,human_arms_out2
0.187382,0.785504,0.165127,human_arms_out2
0.387472,0.35253,0.107874,human_arms_out2
0.333778,0.826929,0.125903,human_arms_out2
0.446455,0.705221,0.062345,human_arms_out2
0.75464,0.772515,0.121889,human_arms_out2
0.170054,0.801846,0.122395,human_arms_out2
0.459252,0.320849,0.109377,human_arms_out2
0.428852,0.213194,0.083737,human_arms_out2
0.42112,0.492058,0.180449,human_arms_out2
0.49235,0.413175,0.087299,human_arms_out2
0.393482,0.767343,0.173892,human_arms_out2
0.565822,0.463854,0.139344,human_arms_out2
0.537402,0.110081,0.135158,human_arms_out2
0.341835,0.772101,0.131781,human_arms_out2
0.483693,0.814708,0.096674,human_arms_out2
0.423839,0.558724,0.077932,human_arms_out2
0.568693,0.404653,0.080558,human_arms_out2
0.371003,0.829598,0.142591,human_arms_out2
0.581489,0.733063,0.157326,human_arms_out2
0.489756,0.929469,0.180218,human_arms_out2
0.434583,0.891521,0.125382,human_arms_out2
0.415892,0.08033,0.104501,human_arms_out2
0.449654,0.372845,0.077648,human_arms_out2
0.533738,0.648447,0.091995,human_arms_out2
0.491629,0.686271,0.063336,human_arms_out2
0.396049,0.741636,0.172963,human_arms_out2
0.528555,0.662501,0.085812,human_arms_out2
0.49896,0.706079,0.058101,human_arms_out2
0.493701,0.870954,0.077502,human_arms_out2
0.389125,0.356313,0.11291,human_arms_out2
0.550066,0.030725,0.073778,human_arms_out2
0.52217,0.542005,0.18409,human_arms_out2
0.425672,0.030767,0.040647,human_arms_out2
0.453689,0.187236,0.13067,human_arms_out2
0.571902,0.78653,0.096274,human_arms_out2
0.870779,0.795714,0.1224,human_arms_out2
0.440214,0.898419,0.125778,human_arms_out2
0.426363,0.453225,0.064007,human_arms_out2
0.49514,0.835281,0.106395,human_arms_out2
0.551553,0.406653,0.155813,human_arms_out2
0.550295,0.534916,0.155364,human_arms_out2
0.892646,0.777545,0.139663,human_arms_out2
0.429455,0.503468,0.187386,human_arms_out2
0.457389,0.492786,0.081371,human_arms_out2
0.493091,0.425958,0.0858,human_arms_out2
0.561075,0.686817,0.12868,human_arms_out2
0.566662,0.493648,0.131672,human_arms_out2
0.575397,0.794959,0.177917,human_arms_out2
0.459656,0.47182,0.166547,human_arms_out2
0.479491,0.745519,0.185186,human_arms_out2
0.510471,0.879777,0.122353,human_arms_out2
0.545289,0.538176,0.169475,human_arms_out2
0.451818,0.806463,0.178552,human_arms_out2
0.473611,0.847643,0.097061,human_arms_out2
0.287981,0.795787,0.163959,human_arms_out2
0.324186,0.795419,0.107098,human_arms_out2
0.450142,0.756119,0.192309,human_arms_out2
0.534176,0.397418,0.060438,human_arms_out2
0.473926,0.449593,0.130126,human_arms_out2
0.176027,0.805446,0.124571,human_arms_out2
0.507095,0.85606,0.142238,human_arms_out2
0.546299,0.553804,0.1617,human_arms_out2
0.437404,0.813458,0.11017,human_arms_out2
0.322688,0.817257,0.152144,human_arms_out2
0.518084,0.034404,0.033445,human_arms_out2
0.43173,0.382275,0.066741,human_arms_out2
0.52848,0.270926,0.130155,human_arms_out2
0.441122,0.938097,0.121512,human_arms_out2
0.398203,0.423612,0.068203,human_arms_out2
0.54819,0.790052,0.176789,human_arms_out2
0.413372,0.135837,0.131577,human_arms_out2
0.455713,0.465479,0.15587,human_arms_out2
0.47069,0.583095,0.159058,human_arms_out2
0.546411,0.692269,0.090433,human_arms_out2
0.633767,0.806535,0.106141,human_arms_out2
0.436359,0.8241,0.173606,human_arms_out2
0.411683,0.189534,0.145022,human_arms_out2
0.775532,0.768951,0.131128,human_arms_out2
0.436476,0.815526,0.175615,human_arms_out2
0.558327,0.70538,0.109458,human_arms_out2
0.430724,0.384887,0.156001,human_arms_out2
0.376005,0.764645,0.116613,human_arms_out2
0.432145,0.287795,0.069699,human_arms_out2
0.518983,0.030347,0.093461,human_arms_out2
0.478957,0.488592,0.076269,human_arms_out2
0.3868,0.409235,0.125756,human_arms_out2
0.388524,0.828723,0.143476,human_arms_out2
0.540884,0.396759,0.061063,human_arms_out2
0.393094,0.412742,0.136693,human_arms_out2
0.514131,0.908059,0.160017,human_arms_out2
0.727058,0.791391,0.173543,human_arms_out2
0.78516,0.768086,0.141857,human_arms_out2
0.467837,0.797987,0.086291,human_arms_out2
0.451413,0.171113,0.122811,human_arms_out2
0.421186,0.581255,0.083052,human_arms_out2
0.494319,0.883914,0.07464,human_arms_out2
0.143245,0.782234,0.151412,human_arms_out2
0.510995,0.112918,0.112979,human_arms_out2
0.416239,0.042726,0.063685,human_arms_out2
0.520602,0.259821,0.074549,human_arms_out2
0.558771,0.54383,0.1181,human_arms_out2
0.542947,0.094378,0.125688,human_arms_out2
0.419626,0.026577,0.068658,human_arms_out2
0.614631,0.773462,0.126596,human_arms_out2
0.44568,0.026625,0.052716,human_arms_out2
0.406589,0.582221,0.109523,human_arms_out2
0.543764,0.646033,0.116227,human_arms_out2
0.446337,0.433202,0.161093,human_arms_out2
0.635988,0.789634,0.171998,human_arms_out2
0.561117,0.688958,0.126416,human_arms_out2
0.453915,0.229539,0.133706,human_arms_out2
0.485316,0.515676,0.181722,human_arms_out2
0.404312,0.739033,0.06538,human_arms_out2
0.670643,0.81427,0.146026,human_arms_out2
0.500218,0.304205,0.112419,human_arms_out2
0.46726,0.716734,0.181803,human_arms_out2
0.472231,0.433681,0.101123,human_arms_out2
0.237523,0.79452,0.169326,human_arms_out2
0.422717,0.594531,0.149214,human_arms_out2
0.42206,0.483692,0.068666,human_arms_out2
0.545331,0.671257,0.108984,human_arms_out2
0.438615,0.463564,0.166671,human_arms_out2
0.516246,0.052138,0.068722,human_arms_out2
0.550127,0.056883,0.111284,human_arms_out2
0.432549,0.813368,0.115787,human_arms_out2
0.446017,0.44137,0.160664,human_arms_out2
0.568661,0.414873,0.081537,human_arms_out2
0.454681,0.467628,0.163515,human_arms_out2
0.697055,0.76818,0.141,human_arms_out2
0.55155,0.687382,0.107316,human_arms_out2
0.562964,0.744338,0.088739,human_arms_out2
0.553766,0.461439,0.074129,human_arms_out2
0.531618,0.656847,0.150473,human_arms_out2
0.524635,0.734844,0.185943,human_arms_out2
0.502418,0.585515,0.073384,human_arms_out2
0.450274,0.033464,0.042928,human_arms_out2
0.399754,0.487785,0.154215,human_arms_out2
0.408231,0.736368,0.178719,human_arms_out2
0.483925,0.828469,0.168028,human_arms_out2
0.593067,0.827859,0.149257,human_arms_out2
0.453484,0.665336,0.165126,human_arms_out2
0.550043,0.537,0.156146,human_arms_out2
0.48706,0.502486,0.070058,human_arms_out2
0.476019,0.925537,0.181558,human_arms_out2
0.502255,0.326308,0.081338,human_arms_out2
0.471542,0.397957,0.115711,human_arms_out2
0.095678,0.792912,0.109787,human_arms_out2
0.346875,0.813209,0.101479,human_arms_out2
0.513647,0.324406,0.13022,human_arms_out2
0.443623,0.201631,0.144937,human_arms_out2
0.43322,0.026145,0.078362,human_arms_out2
0.459846,0.214819,0.129936,human_arms_out2
0.532707,0.731245,0.183533,human_arms_out2
0.546861,0.673895,0.110035,human_arms_out2
0.574067,0.802829,0.175209,human_arms_out2
0.442701,0.515296,0.190039,human_arms_out2
0.531436,0.234457,0.150608,human_arms_out2
0.570942,0.476527,0.107342,human_arms_out2
0.431275,0.650688,0.081764,human_arms_out2
0.661491,0.805544,0.112084,human_arms_out2
0.542242,0.045776,0.1431,human_arms_out2
0.628522,0.806663,0.103849,human_arms_out2
0.568899,0.435075,0.128826,human_arms_out2
0.431365,0.453162,0.162149,human_arms_out2
0.493532,0.769488,0.19146,human_arms_out2
0.559639,0.532045,0.105287,human_arms_out2
0.532688,0.142915,0.138227,human_arms_out2
0.634819,0.765977,0.147639,human_arms_out2
0.429489,0.681502,0.077904,human_arms_out2
0.570002,0.451544,0.126935,human_arms_out2
0.384944,0.355074,0.099219,human_arms_out2
0.470618,0.97223,0.142619,human_arms_out2
0.654548,0.799197,0.11037,human_arms_out2
0.508877,0.928685,0.08535,human_arms_out2
0.51245,0.884809,0.150739,human_arms_out2
0.501815,0.174469,0.113641,human_arms_out2
0.48386,0.630346,0.153097,human_arms_out2
0.404551,0.490491,0.163758,human_arms_out2
0.554532,0.559654,0.111056,human_arms_out2
0.435336,0.445442,0.162083,human_arms_out2
0.440821,0.922206,0.13612,human_arms_out2
0.53738,0.30667,0.124668,human_arms_out2
0.515536,0.793867,0.083005,human_arms_out2
0.194963,0.810305,0.127193,human_arms_out2
0.160858,0.80755,0.146278,human_arms_out2
0.524565,0.417083,0.062571,human_arms_out2
0.415502,0.692277,0.167613,human_arms_out2
0.404198,0.510457,0.083068,human_arms_out2
0.659448,0.769233,0.162892,human_arms_out2
0.095803,0.773378,0.106082,human_arms_out2
0.417929,0.212583,0.151997,human_arms_out2
0.439593,0.08823,0.103149,human_arms_out2
0.626196,0.76983,0.162561,human_arms_out2
0.429812,0.564032,0.076059,human_arms_out2
0.400442,0.424083,0.154469,human_arms_out2
0.421376,0.464354,0.165894,human_arms_out2
0.592618,0.825619,0.15575,human_arms_out2
0.530314,0.626456,0.088581,human_arms_out2
0.465627,0.62268,0.154327,human_arms_out2
0.400054,0.481864,0.154596,human_arms_out2
0.504046,0.650364,0.1605,human_arms_out2
0.412734,0.810327,0.106163,human_arms_out2
0.439487,0.340411,0.137721,human_arms_out2
0.571302,0.467853,0.112925,human_arms_out2
0.512031,0.816376,0.17524,human_arms_out2
0.559536,0.764749,0.083919,human_arms_out2
0.56432,0.340908,0.08249,human_arms_out2
0.7937,0.771966,0.127966,human_arms_out2
0.509852,0.869711,0.139661,human_arms_out2
0.524949,0.147328,0.092723,human_arms_out2
0.437399,0.894113,0.118442,human_arms_out2
0.542507,0.55083,0.168786,human_arms_out2
0.506294,0.159834,0.106814,human_arms_out2
0.507942,0.787672,0.075736,human_arms_out2
0.376273,0.731344,0.159579,human_arms_out2
0.721042,0.802642,0.164288,human_arms_out2
0.436553,0.4119,0.161669,human_arms_out2
0.410602,0.550477,0.16559,human_arms_out2
0.477477,0.50798,0.163625,human_arms_out2
0.453955,0.673149,0.167879,human_arms_out2
0.110174,0.775138,0.125973,human_arms_out2
0.332501,0.772447,0.167717,human_arms_out2
0.373406,0.774781,0.101624,human_arms_out2
0.530213,0.32079,0.130516,human_arms_out2
0.526688,0.283175,0.068194,human_arms_out2
0.056425,0.776786,0.148079,human_arms_out2
0.495224,0.787772,0.074875,human_arms_out2
0.557999,0.786807,0.094629,human_arms_out2
0.46393,0.497704,0.075552,human_arms_out2
0.312105,0.812659,0.163206,human_arms_out2
0.519087,0.594226,0.15377,human_arms_out2
0.518355,0.379294,0.153491,human_arms_out2
0.228726,0.793024,0.12343,human_arms_out2
0.506691,0.941055,0.086005,human_arms_out2
0.80583,0.779777,0.152157,human_arms_out2
0.510096,0.120437,0.11655,human_arms_out2
0.414803,0.129677,0.100724,human_arms_out2
0.535156,0.371393,0.064912,human_arms_out2
0.61531,0.799264,0.172228,human_arms_out2
0.485696,0.435393,0.094874,human_arms_out2
0.510423,0.216251,0.145428,human_arms_out2
0.515915,0.276058,0.123346,human_arms_out2
0.454983,0.60899,0.155446,human_arms_out2
0.514803,0.172337,0.094776,human_arms_out2
0.511714,0.311769,0.072439,human_arms_out2
0.235845,0.808599,0.153997,human_arms_out2
0.507442,0.687062,0.069284,human_arms_out2
0.357273,0.813932,0.102411,human_arms_out2
0.518651,0.113657,0.133805,human_arms_out2
0.428371,0.569396,0.164832,human_arms_out2
0.529251,0.800597,0.09147,human_arms_out2
0.425257,0.653859,0.087659,human_arms_out2
0.121675,0.7876,0.144172,human_arms_out2
0.514476,0.825074,0.121808,human_arms_out2
0.374939,0.766047,0.11636,human_arms_out2
0.74972,0.814236,0.133249,human_arms_out2
0.436315,0.477629,0.067986,human_arms_out2
0.445374,0.871743,0.139237,human_arms_out2
0.640223,0.817739,0.120207,human_arms_out2
0.550345,0.469305,0.073398,human_arms_out2
0.072178,0.77633,0.143084,human_arms_out2
0.427006,0.288601,0.122771,human_arms_out2
0.560583,0.527158,0.133091,human_arms_out2
0.290212,0.764456,0.130544,human_arms_out2
0.514047,0.946989,0.11699,human_arms_out2
0.543684,0.743749,0.058706,human_arms_out2
0.502013,0.877196,0.161802,human_arms_out2
0.597992,0.81511,0.169966,human_arms_out2
0.343856,0.827717,0.139304,human_arms_out2
0.50647,0.1748,0.102622,human_arms_out2
0.551124,0.826375,0.1466,human_arms_out2
0.466232,0.496015,0.179928,human_arms_out2
0.059466,0.788114,0.118919,human_arms_out2
0.3733,0.773923,0.178499,human_arms_out2
0.667263,0.799622,0.109393,human_arms_out2
0.404204,0.703423,0.092496,human_arms_out2
0.566375,0.363096,0.115684,human_arms_out2
0.44005,0.414767,0.067926,human_arms_out2
0.397386,0.403238,0.067575,human_arms_out2
0.61329,0.775925,0.121422,human_arms_out2
0.398308,0.722754,0.172931,human_arms_out2
0.479613,0.888846,0.062849,human_arms_out2
0.568757,0.828688,0.14721,human_arms_out2
0.42455,0.291423,0.122573,human_arms_out2
0.51691,0.447564,0.161393,human_arms_out2
0.45455,0.364004,0.081388,human_arms_out2
0.805575,0.785171,0.153976,human_arms_out2
0.425789,0.031483,0.034845,human_arms_out2
0.549343,0.578299,0.138527,human_arms_out2
0.462853,0.598466,0.067837,human_arms_out2
0.207758,0.804215,0.120227,human_arms_out2
0.450898,0.94141,0.167294,human_arms_out2
0.419259,0.046094,0.067404,human_arms_out2
0.5351,0.333685,0.067453,human_arms_out2
0.540382,0.41076,0.060478,human_arms_out2
0.474684,0.925303,0.072005,human_arms_out2
0.424035,0.113853,0.097513,human_arms_out2
0.525308,0.209676,0.084637,human_arms_out2
0.519535,0.888671,0.119724,human_arms_out2
0.467113,0.897658,0.178522,human_arms_out2
0.506348,0.853216,0.145823,human_arms_out2
0.482884,0.437026,0.101899,human_arms_out2
0.477157,0.531815,0.162612,human_arms_out2
0.442005,0.087495,0.124589,human_arms_out2
0.409457,0.512921,0.173225,human_arms_out2
0.389378,0.484551,0.136053,human_arms_out2
0.383003,0.438188,0.119296,human_arms_out2
0.173769,0.777548,0.156667,human_arms_out2
0.842263,0.79414,0.117909,human_arms_out2
0.468207,0.543897,0.177015,human_arms_out2
0.406421,0.164485,0.129659,human_arms_out2
0.433577,0.806076,0.177843,human_arms_out2
0.195612,0.814959,0.137482,human_arms_out2
0.475475,0.693647,0.061356,human_arms_out2
0.481706,0.439864,0.129921,human_arms_out2
0.547151,0.578735,0.102679,human_arms_out2
0.646973,0.784965,0.1081,human_arms_out2
0.487484,0.488016,0.081377,human_arms_out2
0.448235,0.423594,0.073768,human_arms_out2
0.338952,0.82011,0.155594,human_arms_out2
0.467712,0.955152,0.168568,human_arms_out2
0.489197,0.378473,0.097803,human_arms_out2
0.517074,0.027512,0.086873,human_arms_out2
0.328588,0.809244,0.163425,human_arms_out2
0.555572,0.537164,0.13968,human_arms_out2
0.399013,0.678163,0.127901,human_arms_out2
0.443092,0.459368,0.068712,human_arms_out2
0.415023,0.610417,0.122678,human_arms_out2
0.505141,0.253066,0.125027,human_arms_out2
0.505476,0.85273,0.147405,human_arms_out2
0.444229,0.695445,0.175721,human_arms_out2
0.429168,0.734695,0.185574,human_arms_out2
0.513213,0.598381,0.078807,human_arms_out2
0.572931,0.721168,0.123654,human_arms_out2
0.36726,0.762852,0.157897,human_arms_out2
0.517169,0.493632,0.187273,human_arms_out2
0.449622,0.623694,0.076508,human_arms_out2
0.891341,0.792708,0.129433,human_arms_out2
0.48234,0.902536,0.066575,human_arms_out2
0.497576,0.760296,0.192404,human_arms_out2
0.528592,0.771227,0.188148,human_arms_out2
0.534811,0.297542,0.071056,human_arms_out2
0.653534,0.796492,0.166505,human_arms_out2
0.45076,0.939027,0.083385,human_arms_out2
0.559622,0.512588,0.143701,human_arms_out2
0.46948,0.680497,0.169661,human_arms_out2
0.383377,0.400161,0.118194,human_arms_out2
0.045071,0.772155,0.147201,human_arms_out2
0.528258,0.538416,0.074421,human_arms_out2
0.537024,0.830949,0.160953,human_arms_out2
0.389702,0.385679,0.124605,human_arms_out2
0.475814,0.898475,0.069529,human_arms_out2
0.472793,0.974453,0.123946,human_arms_out2
0.514728,0.921911,0.108039,human_arms_out2
0.159381,0.807942,0.133622,human_arms_out2
0.468781,0.558222,0.168641,human_arms_out2
0.560024,0.523362,0.100649,human_arms_out2
0.529893,0.377577,0.064451,human_arms_out2
0.439779,0.824855,0.124715,human_arms_out2
0.530576,0.592504,0.08412,human_arms_out2
0.392245,0.330757,0.085813,human_arms_out2
0.544819,0.122565,0.123002,human_arms_out2
0.453339,0.624758,0.156145,human_arms_out2
0.498456,0.212924,0.134574,human_arms_out2
0.436482,0.11987,0.134265,human_arms_out2
0.482903,0.495178,0.174078,human_arms_out2
0.552909,0.819929,0.159038,human_arms_out2
0.804938,0.772756,0.127921,human_arms_out2
0.447367,0.903,0.081541,human_arms_out2
0.421987,0.131286,0.04916,human_arms_out0
0.403924,0.089269,0.052387,human_arms_out0
0.463246,0.483487,0.08692,human_arms_out0
0.504695,0.914617,0.063526,human_arms_out0
0.417713,0.823402,0.053841,human_arms_out0
0.531636,0.154465,0.04842,human_arms_out0
0.4515,0.78556,0.125168,human_arms_out0
0.393384,0.083058,0.092704,human_arms_out0
0.504747,0.046292,0.075064,human_arms_out0
0.439916,0.934464,0.134345,human_arms_out0
0.481772,0.280718,0.045423,human_arms_out0
0.485675,0.472517,0.133939,human_arms_out0
0.522715,0.054373,0.091526,human_arms_out0
0.535689,0.786579,0.124731,human_arms_out0
0.506914,0.748227,0.030188,human_arms_out0
0.491039,0.569488,0.125597,human_arms_out0
0.385484,0.450677,0.077505,human_arms_out0
0.535735,0.814102,0.047702,human_arms_out0
0.421694,0.92376,0.116953,human_arms_out0
0.516208,0.36301,0.123697,human_arms_out0
0.389246,0.364799,0.123944,human_arms_out0
0.649051,0.868878,0.079706,human_arms_out0
0.538866,0.268214,0.112985,human_arms_out0
0.439669,0.263413,0.112702,human_arms_out0
0.450278,0.570162,0.123632,human_arms_out0
0.490843,0.327199,0.03428,human_arms_out0
0.524424,0.151421,0.099788,human_arms_out0
0.521327,0.817135,0.091444,human_arms_out0
0.423437,0.349329,0.032414,human_arms_out0
0.463246,0.563199,0.124084,human_arms_out0
0.464498,0.44937,0.071786,human_arms_out0
0.838913,0.944868,0.140259,human_arms_out0
0.421383,0.569695,0.078934,human_arms_out0
0.447158,0.925435,0.138217,human_arms_out0
0.416192,0.056125,0.061708,human_arms_out0
0.463298,0.54904,0.091147,human_arms_out0
0.438253,0.27133,0.038405,human_arms_out0
0.504747,0.027398,0.16777,human_arms_out0
0.472873,0.575979,0.058051,human_arms_out0
0.514614,0.211847,0.106616,human_arms_out0
0.45838,0.414288,0.091025,human_arms_out0
0.504747,0.044485,0.112695,human_arms_out0
0.413685,0.546512,0.133939,human_arms_out0
0.506025,0.283229,0.114682,human_arms_out0
0.439522,0.229913,0.070384,human_arms_out0
0.493443,0.904454,0.139565,human_arms_out0
0.385484,0.103824,0.082498,human_arms_out0
0.498922,0.313783,0.035378,human_arms_out0
0.421694,0.918705,0.097398,human_arms_out0
0.54106,0.378027,0.090878,human_arms_out0
0.331817,0.80283,0.114366,human_arms_out0
0.54106,0.194378,0.071857,human_arms_out0
0.458927,0.620556,0.137007,human_arms_out0
0.463246,0.489104,0.116096,human_arms_out0
0.529612,0.055186,0.087113,human_arms_out0
0.216635,0.864641,0.072062,human_arms_out0
0.815455,0.902167,0.116309,human_arms_out0
0.401831,0.025,0.084579,human_arms_out0
0.5346,0.48391,0.106865,human_arms_out0
0.511447,0.025,0.08837,human_arms_out0
0.423573,0.123005,0.049796,human_arms_out0
0.463246,0.53888,0.078319,human_arms_out0
0.553926,0.796771,0.111943,human_arms_out0
0.679744,0.88443,0.058788,human_arms_out0
0.409965,0.125497,0.049605,human_arms_out0
0.515122,0.921293,0.083689,human_arms_out0
0.463246,0.500894,0.05816,human_arms_out0
0.522995,0.102033,0.052712,human_arms_out0
0.408,0.364957,0.123961,human_arms_out0
0.405211,0.645278,0.097523,human_arms_out0
0.706574,0.888995,0.13604,human_arms_out0
0.162803,0.914492,0.148821,human_arms_out0
0.436052,0.196144,0.099721,human_arms_out0
0.390672,0.747535,0.077998,human_arms_out0
0.462871,0.458075,0.071643,human_arms_out0
0.47809,0.320144,0.034857,human_arms_out0
0.39022,0.803523,0.064206,human_arms_out0
0.386745,0.184843,0.045047,human_arms_out0
0.828843,0.948834,0.116297,human_arms_out0
0.54106,0.229209,0.066262,human_arms_out0
0.416331,0.056125,0.057302,human_arms_out0
0.714347,0.89712,0.071406,human_arms_out0
0.436008,0.195566,0.048577,human_arms_out0
0.385484,0.093861,0.07375,human_arms_out0
0.699054,0.847117,0.119423,human_arms_out0
0.455601,0.580369,0.134586,human_arms_out0
0.409348,0.815302,0.10244,human_arms_out0
0.54106,0.444082,0.033981,human_arms_out0
0.632015,0.848125,0.126761,human_arms_out0
0.504298,0.941003,0.086955,human_arms_out0
0.385484,0.325161,0.088306,human_arms_out0
0.385484,0.408372,0.047368,human_arms_out0
0.463246,0.50483,0.101701,human_arms_out0
0.385484,0.428523,0.033829,human_arms_out0
0.32732,0.811487,0.062065,human_arms_out0
0.385484,0.355577,0.076577,human_arms_out0
0.390177,0.810751,0.097552,human_arms_out0
0.416376,0.17243,0.046,human_arms_out0
0.416109,0.453886,0.030188,human_arms_out0
0.533963,0.434627,0.030188,human_arms_out0
0.066133,0.945674,0.14284,human_arms_out0
0.538441,0.315818,0.118364,human_arms_out0
0.776459,0.922138,0.133401,human_arms_out0
0.54106,0.311931,0.098175,human_arms_out0
0.470917,0.605006,0.050172,human_arms_out0
0.4945,0.569488,0.123121,human_arms_out0
0.409185,0.735552,0.030188,human_arms_out0
0.422301,0.570162,0.092153,human_arms_out0
0.486894,0.23083,0.097373,human_arms_out0
0.251036,0.88162,0.127617,human_arms_out0
0.2484,0.847861,0.081606,human_arms_out0
0.492384,0.569488,0.063348,human_arms_out0
0.458874,0.419291,0.128441,human_arms_out0
0.438829,0.258917,0.039358,human_arms_out0
0.417092,0.807175,0.042583,human_arms_out0
